index,label
3741,2
7860,8
2496,9
7747,3
379,6
3291,5
4026,9
2573,5
7736,3
4629,7
5794,7
8454,2
7353,8
9247,9
3968,8
4274,1
4206,1
7436,0
2608,4
9475,2
2755,5
2559,7
6383,3
2640,7
7070,7
3510,4
5891,0
6255,6
7939,2
8114,3
5868,9
2759,3
7287,5
508,9
6139,9
5345,4
3771,2
6509,9
2442,4
2670,9
5885,4
3036,9
5564,6
2527,8
362,8
8716,2
4546,2
7373,0
6268,5
5129,2
5979,5
5204,3
7091,6
9120,3
861,6
4481,9
9512,0
3904,1
181,5
2344,0
7350,9
5748,8
1410,1
6594,8
6210,4
4844,5
7900,0
3901,3
7459,8
3559,4
9918,5
2413,4
1287,9
4199,8
6527,5
970,9
160,2
305,1
7489,3
3098,4
6230,2
6033,2
2083,2
9674,9
625,9
5112,5
3019,5
7762,7
9544,0
2477,1
5750,6
1704,3
4294,0
4429,2
2541,1
1358,8
4377,4
4983,6
8894,0
9521,2
9638,2
6445,1
9741,5
137,7
6297,5
2550,4
9524,4
8157,1
5701,3
3123,8
3433,4
9979,3
9700,0
8901,5
5164,0
5718,1
3974,8
5471,6
8806,3
3377,7
5389,4
4685,4
6979,5
1705,0
5693,7
3608,0
7726,4
3255,5
2197,6
6256,9
7903,1
3803,8
44,0
5208,4
3906,3
8082,5
2256,4
589,9
7553,9
9625,2
7651,4
6422,4
2329,4
3662,6
2552,9
7426,7
7696,0
2053,6
47,9
5842,7
7560,0
9905,1
1601,9
533,5
4824,0
443,9
5462,0
9709,0
6735,9
2691,2
7998,2
621,7
3058,1
5801,9
2827,5
7158,7
5091,0
834,5
2555,7
4508,9
5070,7
6047,0
2240,9
8091,7
8858,6
852,8
6467,3
7175,7
3641,8
9682,7
5528,5
2050,8
7540,5
4692,8
9439,0
537,2
6597,1
9314,6
4376,7
295,4
1417,9
549,5
8415,0
5485,8
6815,0
8959,1
1379,7
8291,6
2972,3
6305,6
6924,5
6340,3
6704,1
3187,7
1249,4
5232,3
9206,8
4003,2
8473,2
4212,1
8271,3
5069,9
7962,3
7487,1
8377,8
9612,4
5892,8
9801,6
99,7
6195,1
4899,2
8956,2
4443,4
9581,7
568,9
8190,4
9165,4
628,4
931,2
5242,0
7897,2
2314,3
9193,0
7475,3
6596,3
1298,9
7087,7
5506,3
5688,8
1593,3
9980,0
8610,2
9181,0
2979,0
7828,5
4832,4
1884,7
112,6
4884,4
4583,7
7723,3
5220,0
2839,2
9899,7
9835,7
7427,2
8232,2
1018,0
3663,1
3927,0
4955,2
3120,4
2143,9
2092,1
1742,8
3946,8
4513,4
5452,0
7753,9
5156,5
6211,8
987,1
7375,2
6667,7
7978,4
8731,9
9666,3
5929,7
2933,4
2859,1
1923,1
6812,0
804,4
1843,8
3205,8
8609,6
7798,5
941,1
4767,6
7471,6
1345,4
5621,8
3570,3
9562,3
7403,4
1234,1
5553,5
7383,4
5321,1
4960,4
4802,0
9223,1
8132,8
5985,4
7404,8
9687,1
5245,1
4466,1
9689,9
6239,6
5336,3
2387,9
7085,5
9650,8
747,6
4245,1
742,0
1366,8
5605,3
8079,5
8283,1
3493,0
1162,7
3661,1
9684,7
1326,6
2350,3
7703,7
7738,2
87,7
7316,1
2929,1
4980,1
7689,0
5004,4
4652,3
6711,5
9881,9
5010,7
3114,2
5603,5
7776,5
5461,0
9272,0
4203,2
3083,5
7634,1
5821,8
7415,3
7162,5
5150,4
1532,8
2731,5
8133,8
7388,7
8073,0
2002,4
5531,8
7169,1
1859,2
8042,7
9142,3
4911,8
6451,1
2263,6
5946,8
5095,8
5962,6
2430,7
145,7
6263,2
2262,2
2453,3
3885,6
851,9
5149,6
454,9
86,2
679,5
8040,2
1518,3
6006,0
7589,6
5322,4
4236,1
6966,0
1483,6
2402,9
5453,2
2535,0
5114,7
2394,6
2208,4
6386,5
3117,0
3351,1
126,8
3869,8
1294,8
687,6
1678,2
5501,6
4919,8
2455,6
7716,5
8495,1
2794,0
3918,6
2003,5
7400,3
3509,3
3423,8
5830,5
7661,9
9011,2
8859,2
331,9
2695,2
6367,4
8870,5
7226,7
3017,5
6919,4
2478,6
4010,7
170,9
1839,7
2624,8
1097,5
9232,1
8406,9
6922,2
7228,3
6322,4
7029,4
8995,9
513,1
5880,0
6973,3
3467,0
863,3
9858,4
9435,2
5791,8
2328,7
3912,8
6984,1
1597,3
8342,1
8902,6
3682,3
2734,7
8202,5
8294,8
7134,4
1321,2
8540,4
4956,5
159,4
4940,6
1523,4
1932,0
2390,1
3049,3
8661,2
5852,3
5027,0
5877,9
8810,2
248,2
9779,2
6649,9
8149,9
7808,8
4471,5
6618,0
498,2
2528,9
5776,5
7991,9
9424,2
7128,7
2579,8
3100,0
8348,6
5540,5
3629,1
5666,6
8771,6
268,7
8801,4
4888,5
7733,0
512,6
5477,2
7409,8
5854,4
5918,1
1136,9
1857,5
206,0
9729,4
7602,2
1852,2
8850,1
8710,7
6246,4
7057,6
7060,8
7812,2
3471,1
1711,1
3387,3
3042,8
6614,5
4858,2
1728,0
7379,7
252,9
6201,3
7745,7
8853,2
627,4
5513,6
3468,2
2277,5
4059,1
3276,4
5562,4
8569,6
9102,7
7647,6
5778,7
7673,5
9063,7
5859,2
8310,3
3982,9
2269,3
4627,4
8909,0
4318,1
9497,3
6032,4
7840,1
828,5
8410,5
7695,8
6356,7
4042,4
8421,2
8184,6
3639,7
1508,8
450,2
9623,9
3842,8
1395,3
2446,9
7890,6
8353,7
7931,9
4998,5
280,9
6971,9
2249,0
6678,7
4187,0
4848,1
2233,3
8125,8
3298,3
1194,4
6604,2
4620,7
9182,0
1853,9
6511,7
2803,5
3,0
5259,0
9882,1
4204,2
9259,7
1443,4
3404,5
3703,6
68,3
7774,0
6092,5
6498,4
7488,2
3156,9
3796,5
9465,5
3567,6
528,4
8483,0
564,2
3411,5
7116,0
5347,1
9111,0
717,8
1370,9
1476,7
5110,8
4543,1
6426,1
7359,1
6673,4
7780,3
6809,6
3241,7
3882,1
4046,7
1793,5
6888,4
1053,3
1648,8
997,1
4989,6
3537,8
9755,3
7873,1
4924,7
9113,1
5155,3
4051,5
419,7
7160,5
6652,2
2764,1
2412,6
9748,3
7111,5
5203,6
9900,8
8281,3
7714,3
2676,4
9153,2
3139,2
5769,3
504,9
298,0
7993,2
4375,3
2476,8
3752,3
6976,3
6948,6
1707,9
3756,7
6840,9
1566,7
4324,9
1460,6
2846,6
3153,1
8036,6
5976,5
3033,1
7376,1
2810,9
7478,7
8486,4
7603,9
3529,6
2048,8
9010,8
2074,2
7342,7
6158,7
8205,2
1244,5
6133,0
8634,6
5664,6
587,4
8933,6
2610,2
2908,7
8554,0
4136,2
5277,8
3586,8
5772,9
8297,1
1933,3
4145,8
6992,4
642,0
1369,8
5773,3
8818,3
9883,7
2223,8
4295,0
5538,7
5368,3
3405,7
5640,2
7630,9
7883,9
3762,1
8606,1
7374,3
6347,0
1206,1
2437,8
8038,6
2507,0
7558,2
5228,3
1600,8
6264,6
3765,0
913,4
1077,0
8523,6
5068,4
3634,3
2934,6
5974,9
2991,3
3589,7
4421,2
6387,2
4153,0
4129,1
3934,2
9837,4
1196,2
6120,5
6739,0
2745,8
5390,1
8652,9
4823,5
4428,8
1126,2
9072,9
8468,6
9878,5
8736,3
5223,0
3896,7
6491,0
2568,9
223,4
6284,0
5580,5
1502,2
253,9
3055,9
5219,2
1825,2
959,8
7140,4
8497,4
9589,5
1075,8
7584,1
9668,4
16,5
5360,9
3736,3
1812,5
7138,0
3144,1
8871,9
9647,3
5272,3
22,4
9365,6
5994,4
3210,9
815,8
4211,4
3063,0
5721,0
3620,0
9091,7
9671,7
9602,0
7232,9
8475,9
8687,6
2324,0
8824,3
7952,3
7937,1
4540,9
3008,8
6023,5
9822,0
8180,4
847,0
4903,2
2739,2
7970,3
5964,9
2115,5
1043,2
4978,1
1134,1
5048,1
4229,8
6603,9
6644,0
96,6
6503,6
6849,4
9590,0
5648,8
2426,2
2049,3
3755,9
6942,3
8524,6
6680,3
7122,9
718,4
574,6
1019,5
8419,7
2642,7
7185,8
5113,6
4075,2
375,7
1722,6
2028,7
3921,1
7352,3
2432,9
5650,5
1819,0
612,8
8083,9
5984,5
1320,7
7036,3
4237,1
9599,7
1572,6
4538,7
5919,4
3212,6
5464,7
5827,0
8129,2
7130,6
1833,8
6853,4
9595,7
1580,6
8888,8
9436,1
2845,5
9896,4
3272,7
8352,5
8289,5
6417,1
4197,4
5723,1
6435,9
5727,6
7635,9
6081,0
4239,4
4669,6
3199,6
7086,7
5299,7
8618,5
9579,2
5500,8
2297,7
3644,9
5636,4
7297,9
3315,3
8290,8
4814,3
5560,3
8833,6
7050,8
360,9
5202,9
2134,4
4184,4
4894,6
1252,5
7528,5
8223,8
9984,7
199,8
6207,9
872,4
9269,5
6113,2
9699,0
3636,4
5002,8
6905,2
8325,8
3851,4
2892,0
8571,7
9476,8
9143,9
3864,3
7987,0
4441,1
5443,6
5326,7
1708,7
6913,3
6934,6
3245,7
3719,5
2031,1
4479,7
5016,6
7319,2
659,1
3856,9
623,2
2217,8
6956,6
9454,3
1403,6
8433,3
6609,5
1185,1
6792,3
2415,6
9160,5
9445,9
227,4
6224,5
6413,6
6453,8
1826,8
9361,8
5251,5
836,1
3378,4
4110,2
2987,1
2701,1
6885,0
2079,0
1309,6
7477,0
8331,3
5297,6
4166,1
6020,6
6283,3
9745,3
4777,5
6309,6
6430,1
5626,0
2046,3
6157,0
1039,2
2801,5
8220,6
1329,5
3860,7
8060,6
209,9
5376,5
5613,5
4016,6
79,8
367,3
8712,1
4254,8
1387,9
3149,1
6626,2
1856,8
4970,2
7505,7
9854,9
272,6
1588,5
4741,1
5270,1
4871,7
2539,8
3649,3
347,6
4033,6
