image id,true label,confidence,prediction
0,3,0.9988362426450887,"[7.700779336479018e-05, 2.6745010000895988e-05, 8.160923909684192e-05, 0.9988362426450887, 6.256378820741744e-05, 0.0006883580999581031, 0.00010673102200016466, 6.566916520594748e-05, 2.53343326332091e-05, 2.9738904443648924e-05]"
1,8,0.9992816390113806,"[0.00012446950661480237, 0.0001554813281812104, 6.902820240174066e-05, 5.633280020137703e-05, 3.532474395230464e-05, 3.989025167899679e-05, 0.00010425341514658952, 5.4935547691040464e-05, 0.9992816390113806, 7.86451927515019e-05]"
2,8,0.997195398366199,"[0.0005684752693103372, 0.001494147528029159, 9.243494215088147e-05, 7.719727944348425e-05, 0.00010237848767422842, 7.114913825072053e-05, 0.00020429619055693094, 0.00010842427903775806, 0.997195398366199, 8.60985193474811e-05]"
3,0,0.9994015837410889,"[0.9994015837410889, 1.874747363560208e-05, 6.834835408956032e-05, 7.563868429434387e-05, 4.472207083896569e-05, 2.1914140147814866e-05, 3.5323496800600685e-05, 5.4767897536806994e-05, 0.0002061615903647207, 7.279255120260602e-05]"
4,6,0.9990992439215218,"[6.94902356711127e-05, 0.00011109483848325789, 0.00018176798397472272, 0.00014723856345722064, 0.00011961335420217811, 6.96683516274055e-05, 0.9990992439215218, 4.826873650766221e-05, 0.00011285344178563696, 4.076057276890747e-05]"
5,6,0.9993091308005383,"[4.692149137300698e-05, 3.673849396225274e-05, 6.558583462398022e-05, 0.00010685540204968702, 4.1752130633781003e-05, 0.00022080360793704762, 0.9993091308005383, 4.8126148831507746e-05, 8.68942871370991e-05, 3.719180291341894e-05]"
6,1,0.9996123660169827,"[3.0095977748841095e-05, 0.9996123660169827, 3.561172707181672e-05, 3.270680910223993e-05, 8.944732760284027e-06, 4.847756326817271e-05, 3.326130720844113e-05, 1.120363538965804e-05, 6.388970845834396e-05, 0.0001234425220094501]"
7,6,0.999744500624022,"[3.8322840728425886e-05, 2.0323347486969386e-05, 3.407993503218192e-05, 2.5840544751373693e-05, 3.3163926620931326e-05, 2.5889887971595626e-05, 0.999744500624022, 1.5540556033317127e-05, 3.641647085490377e-05, 2.592186649827185e-05]"
8,3,0.9992922862433501,"[9.77302860290343e-05, 2.018355123862365e-05, 5.492756773304782e-05, 0.9992922862433501, 0.00011289674456942144, 0.0001669031802097878, 0.00011364833666113474, 7.2380790794496e-05, 2.8796071625723802e-05, 4.0247227788794936e-05]"
9,1,0.9995891173866722,"[2.4283463571369575e-05, 0.9995891173866722, 2.413698661048976e-05, 2.1435214321919187e-05, 7.624110639566235e-06, 2.277771402564666e-05, 3.566427485272159e-05, 1.2846044827547704e-05, 7.337208575961996e-05, 0.00018874271871897457]"
10,0,0.999103477451022,"[0.999103477451022, 5.159175184682131e-05, 0.00016642247787879654, 0.00016178156796728573, 8.869289942284837e-05, 6.894064397951171e-05, 6.368932110582314e-05, 8.69710107678531e-05, 0.00011858732395138648, 8.984555205763965e-05]"
11,9,0.9994674319238757,"[6.945575677094702e-05, 0.00023908971318393, 3.75576999953864e-05, 3.105963283668937e-05, 3.098507441526883e-05, 2.1519180556574403e-05, 2.1668097834635006e-05, 2.3317657206707414e-05, 5.791526332409564e-05, 0.9994674319238757]"
12,5,0.999351189596678,"[3.8482908059655574e-05, 3.2533528230493934e-05, 6.659369407599907e-05, 8.998666621507952e-05, 0.0002736067437103596, 0.999351189596678, 3.7346070385360054e-05, 5.386811952233695e-05, 2.5257354849108185e-05, 3.11353182735321e-05]"
13,7,0.9997361166583407,"[2.868746168497677e-05, 7.1137939830876224e-06, 2.5716096024497153e-05, 2.856241429964055e-05, 4.0663103415672944e-05, 8.570141613436268e-05, 2.203905906897222e-05, 0.9997361166583407, 1.3005443425459796e-05, 1.2394553622739525e-05]"
14,9,0.9996020486650771,"[6.053249962674682e-05, 0.00015164483945874285, 3.690196274385678e-05, 1.96935925145858e-05, 2.267633732985381e-05, 1.58724735444196e-05, 1.632164413285274e-05, 2.209726389076647e-05, 5.221072168100502e-05, 0.9996020486650771]"
15,8,0.9988307987662196,"[0.0002162751680528041, 0.0003151646126700118, 4.889209545102455e-05, 4.925220513111756e-05, 8.330806765522033e-05, 5.021068731631993e-05, 0.0002821819525033612, 6.439062035265921e-05, 0.9988307987662196, 5.9525824647857315e-05]"
16,5,0.9994683381527846,"[2.5571375760258873e-05, 2.624983804594981e-05, 4.9949134385663e-05, 8.289897943024003e-05, 7.11845678169808e-05, 0.9994683381527846, 5.8100200278685166e-05, 0.0001621661623893005, 2.5320123785036832e-05, 3.0221465323270117e-05]"
17,7,0.9995302464674984,"[6.0981565240289346e-05, 2.28221498297312e-05, 5.467922205382339e-05, 5.3439076859903554e-05, 0.00011209582345835087, 7.68154319626277e-05, 2.963448660279728e-05, 0.9995302464674984, 2.848690463044953e-05, 3.0798871863562024e-05]"
18,8,0.9993915429715619,"[0.00011437946153929263, 0.00010944807587968585, 5.921578646962517e-05, 4.634422697456384e-05, 3.29543763295503e-05, 3.525484913148725e-05, 8.576582917050379e-05, 5.3396878846715435e-05, 0.9993915429715619, 7.169754409667633e-05]"
19,6,0.9997317866487219,"[2.0789304094412232e-05, 2.119689022938462e-05, 3.598199086281009e-05, 4.80029276737216e-05, 5.036333852834705e-05, 2.662944311182844e-05, 0.9997317866487219, 1.368421886696667e-05, 3.491591807704188e-05, 1.6649319833633105e-05]"
20,7,0.9995129301242088,"[0.00010971274054187189, 1.6018916089610723e-05, 2.7291905234359033e-05, 6.148539661656333e-05, 9.95620447739882e-05, 5.448696983831443e-05, 1.6638693689311185e-05, 0.9995129301242088, 2.8357823106846472e-05, 7.351538590013848e-05]"
21,0,0.9995462649548746,"[0.9995462649548746, 2.21070200959299e-05, 9.758585869629173e-05, 5.954992864133601e-05, 5.871354783439678e-05, 1.8920658528277155e-05, 3.925394118102545e-05, 5.4518343396632915e-05, 5.698946619399754e-05, 4.6096280557098265e-05]"
22,4,0.998933770891266,"[0.0003143928272751783, 2.6446221073917213e-05, 0.0001274490582563714, 9.75535979955968e-05, 0.998933770891266, 6.634215934217529e-05, 0.00023817225478668083, 8.864812342398584e-05, 6.59437703200993e-05, 4.128109625979455e-05]"
23,9,0.9995239588683991,"[6.621989583499502e-05, 0.00019653112209798903, 4.406391561033485e-05, 2.1614427967358726e-05, 2.493741795154206e-05, 2.072438547406715e-05, 2.160671488192685e-05, 2.5023189868245137e-05, 5.532006191460296e-05, 0.9995239588683991]"
24,5,0.9996333232878681,"[1.7792707814684175e-05, 1.9883366589651402e-05, 3.147245640021458e-05, 0.0001408380525325755, 6.781060438580767e-05, 0.9996333232878681, 2.7572593239558256e-05, 3.275207751945446e-05, 1.311482896629076e-05, 1.5440024683560932e-05]"
25,2,0.9990224385648399,"[6.584258168136751e-05, 2.0560013414650707e-05, 0.9990224385648399, 6.974841824708348e-05, 0.00013488772990234162, 0.00053611744787799, 2.7211911219886686e-05, 3.891258909288281e-05, 4.437899769520353e-05, 3.990174602898983e-05]"
26,4,0.9997509837050363,"[3.514885265933413e-05, 3.998627546434882e-06, 2.5439682831367107e-05, 6.717015901696485e-05, 0.9997509837050363, 2.118013634797936e-05, 2.8519759722701127e-05, 3.956887037552062e-05, 9.388854732436898e-06, 1.860135173097009e-05]"
27,0,0.9996625584262583,"[0.9996625584262583, 1.6069517635593526e-05, 5.170428378126833e-05, 5.084620861897339e-05, 3.986800585111458e-05, 1.3900691766091701e-05, 3.548976322721936e-05, 4.346050187908935e-05, 3.7673408460392364e-05, 4.842919252214462e-05]"
28,9,0.9994623984286011,"[6.272959076367083e-05, 0.00021955928756633254, 5.677358001895746e-05, 2.532016950568573e-05, 3.229902462039947e-05, 2.393596908083541e-05, 2.312442596012433e-05, 3.199642021754506e-05, 6.186310366531213e-05, 0.9994623984286011]"
29,6,0.9992965999630421,"[5.9642349551850934e-05, 5.057687370690173e-05, 0.00015434533195380392, 5.0822690115340554e-05, 3.082337749518652e-05, 0.00016378351226878907, 0.9992965999630421, 5.072661993490857e-05, 0.00010353583277177843, 3.9143449159385725e-05]"
30,6,0.9996575288588434,"[2.402018801537404e-05, 1.8907774256478647e-05, 3.690350497082355e-05, 0.00011588931028114819, 2.0683020387310162e-05, 4.370839861276225e-05, 0.9996575288588434, 1.9596014143198396e-05, 4.5924682112814335e-05, 1.683824837670088e-05]"
31,5,0.9994402474190022,"[3.223058837379627e-05, 2.6295712553775896e-05, 6.284565919394372e-05, 0.00011378722821628926, 5.9651029718491165e-05, 0.9994402474190022, 0.00010297508506396237, 0.0001082733359773125, 2.5104161035365475e-05, 2.8589780864867555e-05]"
32,4,0.9990338349374353,"[8.827021993517385e-05, 2.1207378157351162e-05, 0.00025210484488196936, 5.368177484620487e-05, 0.9990338349374353, 0.000149775044428299, 7.505482080792048e-05, 0.00014936109673945595, 0.00011717319302515955, 5.953668974315086e-05]"
33,5,0.9995423652513561,"[2.6360511334330968e-05, 3.1328767242702384e-05, 5.487981217321108e-05, 0.00011759617632003015, 7.605418621370095e-05, 0.9995423652513561, 5.895614489230222e-05, 4.612368604046165e-05, 2.224918201612754e-05, 2.4086282411053496e-05]"
34,9,0.9994248488842878,"[0.0001298212195648739, 0.0001724343749956262, 4.76378601038712e-05, 3.127786645069666e-05, 2.9662140799315032e-05, 2.237309073574967e-05, 3.329531794759516e-05, 3.610261773551265e-05, 7.254662737885158e-05, 0.9994248488842878]"
35,2,0.9996626750503259,"[3.667183076245878e-05, 1.3208104269866981e-05, 0.9996626750503259, 9.158989274946788e-05, 5.186405709886561e-05, 3.323413458133063e-05, 2.0400965555129887e-05, 3.59021279023039e-05, 2.882822249010202e-05, 2.562561426468923e-05]"
36,4,0.9948138792847586,"[0.0003284531003738734, 0.00010157911060231578, 0.0002695837673443671, 0.0002022333517597463, 0.9948138792847586, 0.0009139386489325535, 0.00020192794018943484, 0.0027875890451147627, 0.00021015336005440652, 0.00017066239086988258]"
38,9,0.9997177649238453,"[3.706094313234831e-05, 0.0001149436885158804, 2.7030385042592252e-05, 1.190030877656065e-05, 1.3965877101060897e-05, 1.116687455763896e-05, 1.0904839779148043e-05, 1.3366292664416278e-05, 4.1895866584894234e-05, 0.9997177649238453]"
39,5,0.9993939649316173,"[2.913933662416983e-05, 5.129002005044554e-05, 6.603116210588689e-05, 6.499430589001314e-05, 9.801490436669559e-05, 0.9993939649316173, 9.84868347798124e-05, 0.00011147790336277841, 3.078512942366528e-05, 5.581547177924641e-05]"
40,4,0.9995348196348017,"[6.297084587091459e-05, 9.2182820932384e-06, 0.00014946398984797154, 2.6391028266705747e-05, 0.9995348196348017, 3.431000558685075e-05, 3.6021247782784775e-05, 0.00011251863402134799, 1.5062684531082746e-05, 1.9223647197251177e-05]"
41,6,0.9995581738367679,"[4.2477667515473106e-05, 4.53137881435762e-05, 0.0001438428039039697, 5.175993750613248e-05, 1.9203562324920412e-05, 3.597615396428853e-05, 0.9995581738367679, 2.0476296488262552e-05, 6.607586945700918e-05, 1.6700083928359545e-05]"
42,5,0.9995236896968144,"[2.4996252230127215e-05, 3.3597998852566336e-05, 4.63083395690681e-05, 0.00013871250171053432, 6.32558814194185e-05, 0.9995236896968144, 4.8706547067993456e-05, 7.184135169796217e-05, 2.4207359453943367e-05, 2.468407118423016e-05]"
43,6,0.9995387730672134,"[4.0744883767388544e-05, 3.9603460765143386e-05, 8.059215483516711e-05, 7.322405307019948e-05, 3.305429375267188e-05, 5.837797231347321e-05, 0.9995387730672134, 2.655452720777438e-05, 8.512173198226685e-05, 2.3953855092553977e-05]"
44,0,0.9996137476472977,"[0.9996137476472977, 2.1161971182135142e-05, 6.306108014331634e-05, 4.835017503665047e-05, 5.21987802845745e-05, 1.4591465562595311e-05, 2.8527867456502862e-05, 5.3359052568882795e-05, 5.646074571533243e-05, 4.854121475236725e-05]"
45,9,0.9995052973661794,"[7.35250436276492e-05, 0.00019179599757450247, 5.113160927272287e-05, 2.134037751267455e-05, 2.5562613864364465e-05, 2.0203618040081582e-05, 2.308014717918906e-05, 2.966146617998512e-05, 5.840176056944637e-05, 0.9995052973661794]"
46,3,0.9994247090363673,"[3.4786960872630576e-05, 1.2111735412260995e-05, 6.992549221509489e-05, 0.9994247090363673, 0.00010947705525099082, 0.00020209989135246736, 6.3359105229566e-05, 4.292849406575087e-05, 1.5999960280420252e-05, 2.460226895396741e-05]"
